Domain_Code,Domain,Area_Code_M49,Area,Element_Code,Element,Item_Code_CPC,Item,Year_Code,Year,Unit,Value,Flag,Flag_Description,Note
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2000,2000,ha,22000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2000,2000,kg/ha,24418.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2000,2000,t,537200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2001,2001,ha,21900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2001,2001,kg/ha,25305.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2001,2001,t,554200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2002,2002,ha,22000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2002,2002,kg/ha,25527.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2002,2002,t,561600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2003,2003,ha,22100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2003,2003,kg/ha,24823.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2003,2003,t,548600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2004,2004,ha,21800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2004,2004,kg/ha,23362.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2004,2004,t,509300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2005,2005,ha,21500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2005,2005,kg/ha,25655.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2005,2005,t,551600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2006,2006,ha,20900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2006,2006,kg/ha,26095.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2006,2006,t,545400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2007,2007,ha,20900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2007,2007,kg/ha,26014.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2007,2007,t,543700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2008,2008,ha,20600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2008,2008,kg/ha,26422.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2008,2008,t,544300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2009,2009,ha,20600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2009,2009,kg/ha,26689.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2009,2009,t,549800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2010,2010,ha,20900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2010,2010,kg/ha,25736.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2010,2010,t,537900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2011,2011,ha,20800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2011,2011,kg/ha,26076.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2011,2011,t,542400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2012,2012,ha,20900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2012,2012,kg/ha,27086.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2012,2012,t,566100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2013,2013,ha,21300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2013,2013,kg/ha,27183.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2013,2013,t,579000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2014,2014,ha,21300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2014,2014,kg/ha,27126.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2014,2014,t,577800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2015,2015,ha,21500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2015,2015,kg/ha,26418.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2015,2015,t,568000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2016,2016,ha,21600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2016,2016,kg/ha,27115.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2016,2016,t,585700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2017,2017,ha,21800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2017,2017,kg/ha,26752.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2017,2017,t,583200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2018,2018,ha,21700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2018,2018,kg/ha,26986.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2018,2018,t,585600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2019,2019,ha,21200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2019,2019,kg/ha,27268.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2019,2019,t,578100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2020,2020,ha,20700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2020,2020,kg/ha,27241.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2020,2020,t,563900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2021,2021,ha,20000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2021,2021,kg/ha,27340.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2021,2021,t,546800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2022,2022,ha,19900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2022,2022,kg/ha,27778.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2022,2022,t,552800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01214,Lettuce and chicory,2023,2023,ha,20387.0,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01214,Lettuce and chicory,2023,2023,kg/ha,27851.7,E,Estimated value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01214,Lettuce and chicory,2023,2023,t,567814.1,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2000,2000,t,424435.64,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2001,2001,t,427296.6,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2002,2002,t,430157.56,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2003,2003,t,433519.13,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2004,2004,t,405542.09,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2005,2005,t,420000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2006,2006,t,430000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2007,2007,t,440000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2008,2008,t,450000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2009,2009,t,460000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2010,2010,t,470000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2011,2011,t,470000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2012,2012,t,460000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2013,2013,t,460000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2014,2014,t,460000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2015,2015,t,450000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2016,2016,t,460000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2017,2017,t,459000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2018,2018,t,467000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2019,2019,t,456000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2020,2020,t,462000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2021,2021,t,462020.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2022,2022,t,460890.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01270,Mushrooms and truffles,2023,2023,t,462158.24,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2000,2000,ha,26900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2000,2000,kg/ha,46356.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2000,2000,t,1247000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2001,2001,ha,26000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2001,2001,kg/ha,48423.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2001,2001,t,1259000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2002,2002,ha,25400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2002,2002,kg/ha,50157.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2002,2002,t,1274000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2003,2003,ha,23500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2003,2003,kg/ha,49872.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2003,2003,t,1172000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2004,2004,ha,23100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2004,2004,kg/ha,48831.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2004,2004,t,1128000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2005,2005,ha,23000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2005,2005,kg/ha,47260.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2005,2005,t,1087000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2006,2006,ha,23600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2006,2006,kg/ha,49194.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2006,2006,t,1161000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2007,2007,ha,24300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2007,2007,kg/ha,52057.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2007,2007,t,1265000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2008,2008,ha,24100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2008,2008,kg/ha,52738.6,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2008,2008,t,1271000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2009,2009,ha,24000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2009,2009,kg/ha,48083.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2009,2009,t,1154000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2010,2010,ha,24000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2010,2010,kg/ha,43416.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2010,2010,t,1042000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2011,2011,ha,24600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2011,2011,kg/ha,43495.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2011,2011,t,1070000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2012,2012,ha,24900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2012,2012,kg/ha,44096.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2012,2012,t,1098000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2013,2013,ha,25200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2013,2013,kg/ha,42381.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2013,2013,t,1068000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2014,2014,ha,25300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2014,2014,kg/ha,46205.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2014,2014,t,1169000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2015,2015,ha,25700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2015,2015,kg/ha,49221.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2015,2015,t,1265000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2016,2016,ha,25800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2016,2016,kg/ha,48178.3,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2016,2016,t,1243000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2017,2017,ha,25600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2017,2017,kg/ha,47968.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2017,2017,t,1228000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2018,2018,ha,26200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2018,2018,kg/ha,44084.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2018,2018,t,1155000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2019,2019,ha,25900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2019,2019,kg/ha,51505.8,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2019,2019,t,1334000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,ha,25500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,kg/ha,53215.7,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,t,1357000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,ha,25500.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,kg/ha,42980.4,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,t,1096000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2022,2022,ha,25200.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2022,2022,kg/ha,48373.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2022,2022,t,1219000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,ha,25175.0,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,kg/ha,47828.1,E,Estimated value,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",2023,2023,t,1204087.39,I,Imputed value,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2000,2000,ha,25100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2000,2000,kg/ha,21382.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2000,2000,t,536700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2001,2001,ha,24400.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2001,2001,kg/ha,21590.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2001,2001,t,526800.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2002,2002,ha,23900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2002,2002,kg/ha,21702.9,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2002,2002,t,518700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2003,2003,ha,25610.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2003,2003,kg/ha,22518.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2003,2003,t,576700.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2004,2004,ha,25680.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2004,2004,kg/ha,21304.5,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2004,2004,t,547100.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2005,2005,ha,25270.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2005,2005,kg/ha,21923.2,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2005,2005,t,554000.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2006,2006,ha,24900.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2006,2006,kg/ha,22273.1,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5510,Production,01253.01,"Onions and shallots, green",2006,2006,t,554600.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5312,Area harvested,01253.01,"Onions and shallots, green",2007,2007,ha,24300.0,A,Official figure,No additional notes
QCL,Crops and livestock products,392,Japan,5412,Yield,01253.01,"Onions and shallots, green",2007,2007,kg/ha,22991.8,A,Official figure,No additional notes
